alphaIndex,frameLen,setIndex,frame_number,n_samples_per_channel,ch1_power,ch1_amp_mean,ch1_amp_std,ch1_amp_max,ch1_papr,ch2_power,ch2_amp_mean,ch2_amp_std,ch2_amp_max,ch2_papr,ch3_power,ch3_amp_mean,ch3_amp_std,ch3_amp_max,ch3_papr,ch4_power,ch4_amp_mean,ch4_amp_std,ch4_amp_max,ch4_papr,power_mean,power_std,power_max,amp_mean_all,amp_std_all,amp_max_all,cov_eig_1,cov_eig_2,cov_eig_3,cov_eig_4,cov_trace,cov_condition,offdiag_cov_abs_mean,offdiag_cov_abs_std,offdiag_cov_abs_max,coherence_mean,coherence_std,coherence_max,spec_entropy_mean,spec_entropy_std,spec_flatness_mean,spec_flatness_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std
1,4,1,1,111,1.0465552806854248,0.9639281630516052,0.342633455991745,1.6102814674377441,2.477658271789551,1.0557405948638916,0.9703279733657837,0.3379403352737427,1.6564159393310547,2.5988523960113525,1.0764049291610718,0.9744969010353088,0.35603418946266174,1.7339426279067993,2.793146848678589,1.0765938758850098,0.98085618019104,0.33840128779411316,1.5228339433670044,2.1540369987487793,1.0638236999511719,0.01308529358357191,1.0765938758850098,0.9724023342132568,0.3438855707645416,1.7339426279067993,2.3063805103302,1.4903603792190552,0.4268711507320404,0.05309063568711281,4.276702880859375,43.44232177734375,0.4220416843891144,0.2907954156398773,0.7364839911460876,0.3944651782512665,0.2713744342327118,0.6795398592948914,4.2042341232299805,0.028085704892873764,0.5243431329727173,0.021419217810034752,-0.016681491714632457,0.002813960910149031,0.30688544332044115,0.00246765461504056
1,4,1,2,111,1.093750238418579,0.9780811071395874,0.37027981877326965,1.958312749862671,3.506274700164795,1.055528163909912,0.9660796523094177,0.3495974540710449,1.9483375549316406,3.5963220596313477,1.1595094203948975,1.0105054378509521,0.3720053732395172,2.245741605758667,4.349559783935547,1.035766839981079,0.9563578963279724,0.3480605483055115,1.6231988668441772,2.5437910556793213,1.0861387252807617,0.04721103236079216,1.1595094203948975,0.977756142616272,0.3607376217842102,2.245741605758667,2.031994104385376,1.4773077964782715,0.6459521055221558,0.09128454327583313,4.2465386390686035,22.26000213623047,0.3292829096317291,0.2750285267829895,0.6139141917228699,0.30839917063713074,0.25638115406036377,0.5703173875808716,4.050102710723877,0.06246970221400261,0.43837666511535645,0.002470016246661544,-0.014292555692555978,0.005757203608876627,0.27072621345712666,0.004599500690686733
1,4,1,3,111,1.038904070854187,0.9518539905548096,0.3645245134830475,1.784753680229187,3.066063404083252,1.1257805824279785,1.0013338327407837,0.3508715331554413,1.7433520555496216,2.6997058391571045,1.049926996231079,0.9697853326797485,0.3308221101760864,1.6456115245819092,2.5792624950408936,0.9918619394302368,0.9426369071006775,0.3213982582092285,1.6138077974319458,2.625744104385376,1.0516184568405151,0.04805044084787369,1.1257805824279785,0.9664026498794556,0.3430514335632324,1.784753680229187,1.9897667169570923,1.3736658096313477,0.6599703431129456,0.08072785288095474,4.104130744934082,24.64783477783203,0.3448024094104767,0.23073641955852509,0.6253029704093933,0.3338300883769989,0.22073613107204437,0.5843245983123779,4.121443271636963,0.056585658341646194,0.4970671534538269,0.02177407033741474,-0.006051621563942688,0.01501986128009995,0.26784690975167613,0.005717858792817067
1,4,1,4,111,1.0829064846038818,0.9763175249099731,0.36015352606773376,1.917537808418274,3.395446538925171,1.1253281831741333,0.9985305666923523,0.35814088582992554,1.9573264122009277,3.4044528007507324,1.058838129043579,0.9644473195075989,0.3587186932563782,1.6700820922851562,2.634183645248413,1.064375638961792,0.976242184638977,0.33365699648857117,1.5962059497833252,2.393772840499878,1.082862138748169,0.026087692007422447,1.1253281831741333,0.9788844585418701,0.35305434465408325,1.9573264122009277,2.014957904815674,1.6038308143615723,0.5609772205352783,0.09983251988887787,4.279598236083984,20.183382034301758,0.37221384048461914,0.24381355941295624,0.6246840357780457,0.34725260734558105,0.22667069733142853,0.5790706276893616,4.2079339027404785,0.047941017895936966,0.4979923963546753,0.024742500856518745,0.010920187029843435,0.00666919966359978,0.29764641668300224,0.0034296321553231664
1,4,1,5,111,1.0883458852767944,0.9878209233283997,0.33549314737319946,1.6613891124725342,2.5361549854278564,1.0600076913833618,0.9711706638336182,0.34181201457977295,1.801857352256775,3.0628929138183594,1.0069997310638428,0.956498384475708,0.30349716544151306,1.6719529628753662,2.7759954929351807,1.0042911767959595,0.9474962949752808,0.3264078199863434,1.6084978580474854,2.5762102603912354,1.039911150932312,0.035713229328393936,1.0883458852767944,0.9657465815544128,0.3274824023246765,1.801857352256775,2.1179392337799072,1.574108362197876,0.4366592764854431,0.05783386901021004,4.186540603637695,36.621089935302734,0.398340106010437,0.26869580149650574,0.7079665064811707,0.3810015618801117,0.25679484009742737,0.6546535491943359,4.239274024963379,0.04880671948194504,0.5348553657531738,0.0406021885573864,-0.01781743171266808,0.008568710870702363,0.309803198439984,0.0023909221545776677
1,4,1,6,111,1.0117967128753662,0.9515767693519592,0.3260340094566345,1.516960620880127,2.2743399143218994,1.048449993133545,0.9688935279846191,0.3312022387981415,1.8588881492614746,3.2957842350006104,1.0686252117156982,0.9763927459716797,0.3395320773124695,1.712734580039978,2.7450780868530273,1.0730904340744019,0.9803342223167419,0.33471664786338806,1.715320348739624,2.7419161796569824,1.0504906177520752,0.024191929027438164,1.0730904340744019,0.9692993760108948,0.33309033513069153,1.8588881492614746,2.3048200607299805,1.4544676542282104,0.39580509066581726,0.06883793324232101,4.223930835723877,33.48183059692383,0.4297095835208893,0.2755216956138611,0.7221056818962097,0.406229704618454,0.25962746143341064,0.6724019050598145,4.2472991943359375,0.044669829308986664,0.5505640506744385,0.03984746336936951,-0.0015619823334684785,0.013453298589508042,0.3123474362399774,0.00479637017486622
1,4,1,7,111,1.137699007987976,1.0049570798873901,0.3574361205101013,1.9430593252182007,3.3185222148895264,1.0772558450698853,0.9872172474861145,0.32040324807167053,1.6391948461532593,2.4942634105682373,1.0100702047348022,0.9375706315040588,0.36198294162750244,1.7342474460601807,2.977628707885742,1.0772936344146729,0.9741690754890442,0.3581731915473938,1.8558905124664307,3.1972057819366455,1.0755796432495117,0.04515542462468147,1.137699007987976,0.975978434085846,0.3507787883281708,1.9430593252182007,2.0584299564361572,1.670900821685791,0.5059138536453247,0.08541445434093475,4.320659160614014,24.099315643310547,0.38318732380867004,0.2670484781265259,0.6798330545425415,0.3564715087413788,0.24978339672088623,0.6110842823982239,4.109550476074219,0.022318769246339798,0.5063021779060364,0.015387173742055893,0.022602270253505467,0.012759578732322946,0.3084684157053156,0.006599937067811577
1,4,1,8,111,1.0140137672424316,0.9412741661071777,0.357793927192688,1.8737642765045166,3.462470293045044,1.0394948720932007,0.960152268409729,0.34293222427368164,1.803157925605774,3.12784481048584,1.0184991359710693,0.9579648375511169,0.31749463081359863,1.6486812829971313,2.6687798500061035,1.0625150203704834,0.9786337018013,0.3237142562866211,1.7676725387573242,2.9408206939697266,1.0336307287216187,0.019251497462391853,1.0625150203704834,0.9595062732696533,0.33612266182899475,1.8737642765045166,2.127175807952881,1.5006459951400757,0.45672842860221863,0.07712971419095993,4.161680221557617,27.579200744628906,0.3849118947982788,0.27110305428504944,0.6693450212478638,0.3704463541507721,0.2612900733947754,0.6470900177955627,3.85587215423584,0.02007279545068741,0.29255226254463196,0.007172492332756519,0.022750298920108238,0.011867211970432282,0.2977203638566691,0.002117237961289224
1,4,1,9,111,1.0484923124313354,0.9649574756622314,0.34256333112716675,1.8743987083435059,3.3508787155151367,1.0281082391738892,0.9520451426506042,0.3488820791244507,1.641191840171814,2.619870901107788,1.054781198501587,0.9665756225585938,0.3471497893333435,1.7085258960723877,2.7674560546875,1.04121994972229,0.9710416793823242,0.3135247230529785,1.5304441452026367,2.2495334148406982,1.0431504249572754,0.00992225669324398,1.054781198501587,0.9636549353599548,0.3384075462818146,1.8743987083435059,1.9991010427474976,1.600013017654419,0.5321441292762756,0.0701487585902214,4.201406955718994,28.498023986816406,0.3896060287952423,0.22540493309497833,0.6236341595649719,0.371046781539917,0.2148478478193283,0.5946386456489563,4.21043586730957,0.058624736964702606,0.5168814659118652,0.04808831214904785,-0.029968170975379724,0.013074440526300342,0.30876166000920036,0.0016827957297671564
1,4,1,10,111,1.2378408908843994,1.0449787378311157,0.38191744685173035,2.33976411819458,4.422616958618164,1.1971182823181152,1.030574917793274,0.36746883392333984,1.8867230415344238,2.9735774993896484,1.1569700241088867,0.9925621151924133,0.4144766330718994,2.006850481033325,3.4810311794281006,1.1456444263458252,0.9980170726776123,0.386790007352829,2.2536582946777344,4.433291435241699,1.1843934059143066,0.036304548382759094,1.2378408908843994,1.0165331363677979,0.38865646719932556,2.33976411819458,2.4965360164642334,1.6141494512557983,0.5479326844215393,0.10404571145772934,4.762663841247559,23.99460792541504,0.43909335136413574,0.3107583522796631,0.7909939885139465,0.36918210983276367,0.26113876700401306,0.6451452970504761,4.144471168518066,0.03861315920948982,0.47705239057540894,0.019421568140387535,0.009816812534726983,0.012466345499821984,0.3063222433622628,0.0055642633061504755
